serverLabel,mid,cpu,memory
HongKong.csv,9258,0.5,0.2493
HongKong.csv,6687,0.5,0.2493
HongKong-HKG02.csv,10464,0.5,0.4995
HongKong-HKG02.csv,10074,0.5,0.749
Frankfurt5-FRA05.csv,10511,0.5,0.4995
Frankfurt5-FRA05.csv,1135,0.5,0.4995
EuropeSlough.csv,326,0.5,0.4995
EuropeAmsterdam.csv,5038,0.5,0.2493
EuropeAmsterdam.csv,12410,0.5,0.4995
europe-west4.csv,9879,0.5,0.4995
europe-west4.csv,4016,0.5,0.2493
europe-west3.csv,4570,0.5,0.2493
europe-west3.csv,11662,1,1
europe-west2.csv,11261,0.5,0.4995
europe-west1.csv,3827,0.5,0.2493
europe-west1.csv,7887,0.5,0.2493
europe-north1.csv,5939,0.5,0.749
europe-north1.csv,11101,0.5,0.4995
EUParis.csv,10112,0.5,0.2493
EULondon.csv,2426,0.5,0.2493
EUIreland.csv,105,0.5,0.4995
EUFrankfurt.csv,10449,0.5,0.4995
EUFrankfurt.csv,5844,0.5,0.4995
eu-frankfurt.csv,800,0.5,0.4995
eu-frankfurt.csv,3191,0.5,0.4995
Dallas.csv,3291,0.5,0.4995
Dallas-DAL01.csv,8915,0.5,0.4995
Chicago.csv,2281,0.5,0.2493
Chicago.csv,1280,0.5,0.4995
Chennai-CHE01.csv,10120,0.5,0.4995
Chennai-CHE01.csv,2101,0.5,0.2493
CanadaCentral.csv,1821,0.5,0.4995
AustraliaSydney.csv,9799,0.5,0.4995
AustraliaSydney.csv,7000,0.5,0.4995
australia-southeast1.csv,6922,0.5,0.2493
australia-southeast1.csv,794,0.5,0.4995
AsiaPacificTokyo.csv,10367,0.5,0.4995
AsiaPacificTokyo.csv,1256,0.5,0.4995
AsiaPacificSydney.csv,4924,0.5,0.749
AsiaPacificSydney.csv,364,0.5,0.4995
AsiaPacificSingapure.csv,8879,0.5,0.4995
AsiaPacificSingapure.csv,8400,0.5,0.4995
AsiaPacificSeoul.csv,5241,0.5,0.749
AsiaPacificSeoul.csv,9176,0.5,0.4995
AsiaPacificMumbai.csv,253,0.5,0.4995
AsiaPacificMumbai.csv,6645,0.5,0.2493
asia-southeast1.csv,1796,0.5,0.4995
asia-southeast1.csv,8681,0.5,0.4995
asia-south1.csv,7944,0.5,0.4995
asia-south1.csv,6445,0.5,0.749
asia-northeast1.csv,10503,0.25,0.2498
asia-northeast1.csv,2039,0.5,0.4995
asia-east1.csv,8366,0.5,0.4995
asia-east1.csv,3020,0.5,0.4995
Amsterdam1-AMS01.csv,10484,0.5,0.4995
Amsterdam1-AMS01.csv,6323,0.5,0.2493
AmericaSao_Paulo.csv,6031,0.5,0.749
AmericaSao_Paulo.csv,7506,0.5,0.4995
98.171.219.74,11893,1,1
98.171.219.26,1722,0.5,0.4995
97.75.178.211,9153,0.5,0.4995
97.75.178.210,4070,0.5,0.2493
97.75.178.209,5474,0.5,0.2493
96.7.48.16,1443,0.5,0.4995
96.6.123.153,2893,0.5,0.4995
96.6.113.96,2489,0.5,0.2493
96.6.113.9,510,0.5,0.4995
96.6.113.74,5289,0.5,0.2493
96.6.113.67,12485,0.5,0.749
96.6.113.51,894,0.5,0.4995
96.6.113.33,8104,0.5,0.4995
96.6.113.32,2089,0.5,0.2493
96.6.113.18,7773,0.5,0.2493
96.6.113.17,3439,0.5,0.2493
96.6.113.155,5712,0.5,0.2493
96.6.113.153,4947,0.5,0.749
96.6.113.152,3587,0.5,0.2493
96.6.113.146,11282,0.5,0.4995
96.6.113.144,6631,0.5,0.2493
96.6.113.11,8880,0.5,0.4995
96.18.70.9,11227,0.5,0.4995
96.18.70.8,4491,0.5,0.2493
96.18.70.18,8256,0.5,0.4995
96.18.70.16,6497,0.5,0.2493
96.18.70.11,1770,0.5,0.4995
96.17.72.65,12337,1,1
96.17.72.56,11129,0.5,0.4995
96.17.72.51,11082,0.5,0.4995
96.17.72.26,1659,0.5,0.4995
96.17.70.8,2407,0.5,0.4995
96.17.68.123,2704,0.5,0.4995
96.17.196.91,4100,0.5,0.2493
96.17.196.32,12510,0.5,0.2493
96.17.196.113,11002,0.5,0.749
96.17.196.105,9856,0.5,0.4995
96.17.196.104,5449,0.5,0.2493
96.17.182.24,3142,0.5,0.4995
96.17.180.115,8953,0.5,0.4995
96.17.177.24,4268,0.5,0.2493
96.17.177.17,4917,0.5,0.749
96.17.177.11,5895,0.5,0.2493
96.17.164.48,5153,0.5,0.2493
96.17.163.34,7073,0.5,0.4995
96.17.161.90,3444,0.5,0.2493
96.17.161.105,5700,0.5,0.2493
96.17.151.33,6180,0.5,0.749
96.17.151.27,8745,0.25,0.2498
96.17.109.89,11349,0.5,0.4995
96.17.109.80,11044,0.5,0.2493
96.17.109.58,4889,0.5,0.749
96.17.109.43,11300,0.5,0.4995
96.17.109.35,8116,0.5,0.4995
96.17.109.33,4416,0.5,0.2493
96.17.109.18,705,0.5,0.4995
96.17.10.8,11678,1,1
96.17.10.25,5906,0.5,0.749
96.17.10.24,6195,0.5,0.2493
96.17.10.18,10963,0.5,0.4995
96.16.98.78,4524,0.5,0.1241
96.16.98.73,5044,0.5,0.2493
96.16.98.18,1136,0.5,0.2493
96.16.6.41,2998,0.5,0.4995
96.16.6.34,12138,1,1
96.16.6.32,10610,0.5,0.4995
96.16.6.24,4038,0.5,0.2493
96.16.12.98,6833,0.5,0.2493
96.16.12.96,11248,0.5,0.4995
96.16.12.80,10348,0.25,0.2498
96.16.12.72,4144,0.5,0.2493
96.16.12.131,7662,0.5,0.2493
96.16.12.121,10014,0.5,0.4995
96.16.12.115,5476,0.5,0.2493
96.127.250.105,8313,0.5,0.4995
96.127.250.104,5327,0.5,0.4995
96.127.250.103,4865,0.5,0.749
96.127.250.102,6683,0.5,0.2493
95.66.1.144,9507,0.5,0.4995
95.209.201.41,1961,0.5,0.2493
95.209.201.147,1032,0.5,0.4995
95.180.157.187,11845,1,1
95.180.157.146,9746,0.5,0.2493
95.173.210.75,10064,0.5,0.4995
95.173.210.73,2877,0.5,0.4995
95.159.73.82,5185,0.5,0.2493
95.159.73.81,6703,0.5,0.2493
95.159.73.75,4445,0.5,0.2493
95.159.73.73,9311,0.5,0.4995
95.101.90.152,1991,0.5,0.2493
95.101.90.123,141,0.5,0.4995
95.101.90.120,7792,0.5,0.4995
95.101.90.105,10870,0.5,0.2493
95.101.90.104,10096,0.5,0.4995
95.101.89.97,3941,0.5,0.2493
95.101.89.96,6412,0.5,0.749
95.101.89.232,10105,0.5,0.4995
95.101.82.8,3117,0.5,0.4995
95.101.82.59,2476,0.5,0.2493
95.101.82.51,5486,0.5,0.2493
95.101.82.35,5919,0.5,0.2493
95.101.82.10,1898,0.5,0.4995
95.101.81.81,12041,1,1
95.101.81.27,10052,0.5,0.4995
95.101.80.248,12182,1,1
95.101.80.184,3537,0.5,0.4995
95.101.80.161,1866,0.5,0.4995
95.101.80.152,11612,1,1
95.101.78.224,10040,0.5,0.4995
95.101.78.217,863,0.5,0.4995
95.101.78.203,11980,1,1
95.101.77.26,5269,0.5,0.2493
95.101.77.12,3640,0.5,0.2493
95.101.72.80,9165,0.5,0.4995
95.101.72.217,254,0.5,0.4995
95.101.72.210,12415,0.5,0.2493
95.101.72.183,4718,0.5,0.4995
95.101.72.176,7113,0.5,0.4995
95.101.72.146,99,0.5,0.4995
95.101.72.128,6447,0.5,0.2493
95.101.72.11,7612,0.5,0.4995
95.101.22.78,1207,0.5,0.2493
95.101.182.208,6074,0.5,0.749
95.101.182.201,3238,0.5,0.4995
95.101.182.178,3501,0.5,0.4995
95.101.182.176,1909,0.5,0.4995
95.101.182.162,9434,0.5,0.2493
95.101.182.162,3759,0.5,0.2493
95.101.182.160,6090,0.5,0.749
95.101.182.155,1866,0.5,0.4995
95.101.182.153,11684,1,1
95.101.182.145,1233,0.5,0.4995
95.101.182.139,825,0.5,0.4995
95.101.182.138,299,0.5,0.4995
95.101.182.123,4399,0.5,0.2493
95.101.182.122,11641,1,1
95.101.182.122,275,0.5,0.4995
95.101.182.121,4271,0.5,0.2493
95.101.182.120,8879,0.5,0.4995
95.101.182.106,5222,0.5,0.749
95.101.180.193,12041,1,1
95.101.180.136,8306,0.5,0.4995
95.101.180.128,6252,0.5,0.749
95.101.142.129,4300,0.5,0.2493
95.101.142.121,4885,0.5,0.2493
95.101.142.115,4280,0.5,0.2493
95.101.132.49,5684,0.5,0.2493
95.101.132.47,1353,0.5,0.4995
95.101.13.82,6227,0.5,0.2493
95.101.13.8,212,0.5,0.4995
95.101.13.66,3826,0.5,0.2493
95.101.13.49,3551,0.5,0.2493
95.101.13.40,4187,0.5,0.2493
95.101.13.27,3484,0.5,0.4995
95.101.13.25,8166,0.5,0.2493
95.101.129.123,1723,0.5,0.4995
95.101.129.11,12496,0.5,0.4995
95.101.128.88,6421,0.5,0.749
95.101.128.120,8911,0.5,0.4995
95.101.128.112,4718,0.5,0.4995
95.101.128.104,11141,0.5,0.4995
95.101.119.8,1068,0.5,0.2493
95.101.119.25,5808,0.5,0.2493
95.101.119.17,2259,0.5,0.4995
95.101.119.16,5366,0.5,0.4995
95.101.119.10,5721,0.5,0.2493
95.101.1.97,1882,0.5,0.4995
95.101.1.82,5540,0.5,0.2493
95.101.1.72,1399,0.5,0.4995
95.101.1.106,1079,0.5,0.4995
95.101.0.91,9179,0.5,0.2493
95.101.0.88,1593,0.5,0.4995
95.101.0.83,4690,0.5,0.4995
95.101.0.225,3332,0.5,0.4995
95.101.0.112,3798,0.5,0.2493
95.101.0.107,880,0.5,0.4995
95.100.97.97,6492,0.5,0.4995
95.100.97.48,7909,0.5,0.2493
95.100.97.42,12231,1,1
95.100.97.41,1822,0.5,0.4995
95.100.97.25,11269,0.5,0.4995
95.100.97.19,7648,0.5,0.2493
95.100.97.105,8761,0.25,0.2498
95.100.96.232,9596,0.5,0.4995
95.100.96.209,3353,0.5,0.2493
95.100.96.203,1057,0.5,0.2493
95.100.96.192,12277,1,1
95.100.96.186,12075,1,1
95.100.96.184,3050,0.5,0.4995
95.100.96.171,6981,0.5,0.2493
95.100.39.35,3013,0.5,0.4995
95.100.252.56,7271,0.5,0.4995
95.100.252.49,11556,0.5,0.4995
95.100.252.42,2183,0.5,0.4995
95.100.252.42,8201,0.5,0.749
95.100.252.41,7517,0.5,0.4995
95.100.252.35,10957,0.5,0.4995
95.100.252.34,7134,0.5,0.4995
95.100.252.33,8311,0.5,0.4995
95.100.252.32,4831,0.5,0.749
95.100.252.27,12291,0.5,0.4995
95.100.252.19,8798,0.5,0.4995
95.100.252.18,6659,0.5,0.2493
95.100.170.75,7486,0.5,0.4995
95.100.170.65,246,0.5,0.4995
95.100.170.56,6214,0.5,0.749
95.100.170.41,11189,0.5,0.4995
95.100.156.66,8027,0.5,0.4995
95.100.156.57,4394,0.5,0.2493
95.100.156.48,2956,0.5,0.4995
94.97.233.24,3233,0.5,0.4995
94.97.233.226,9467,0.5,0.4995
94.97.233.19,7716,0.5,0.4995
94.97.233.17,4484,0.5,0.2493
94.97.233.169,12374,0.5,0.2493
94.97.233.168,11556,0.5,0.4995
94.97.233.162,11780,1,1
94.97.233.139,203,0.5,0.4995
94.97.232.201,6407,0.5,0.749
94.97.232.155,9035,0.5,0.4995
94.77.251.9,2302,0.5,0.2493
94.77.251.17,6794,0.5,0.2493
94.77.251.11,11492,0.5,0.4995
94.77.251.10,7576,0.5,0.2493
94.246.183.35,10877,0.5,0.4995
94.246.183.34,10061,0.5,0.749
94.246.183.33,10271,0.5,0.2493
94.246.183.32,9185,0.5,0.4995
94.246.183.27,973,0.5,0.4995
94.246.183.25,8856,0.5,0.4995
94.230.90.99,3540,0.5,0.2493
94.230.90.98,10856,0.5,0.4995
94.230.90.83,2592,0.5,0.4995
94.206.5.97,4752,0.5,0.4995
94.206.5.49,1037,0.5,0.4995
94.206.5.42,11027,0.5,0.749
94.206.5.41,2983,0.5,0.4995
94.206.5.40,9274,0.5,0.4995
94.206.5.18,11907,1,1
94.206.5.11,7308,0.5,0.4995
94.124.11.170,11349,0.5,0.4995
94.124.11.169,4106,0.5,0.2493
94.124.11.168,11903,1,1
93.92.66.9,7634,0.5,0.4995
93.92.66.34,6330,0.5,0.2493
93.92.66.32,10540,0.5,0.2493
93.92.66.26,4299,0.5,0.2493
93.92.66.18,11661,1,1
93.92.66.11,9095,0.5,0.4995
93.91.151.75,8965,0.5,0.4995
93.91.151.72,8426,0.5,0.4995
93.191.15.184,2043,0.5,0.4995
93.191.15.179,3706,0.5,0.2493
93.191.15.177,3995,0.5,0.2493
93.191.15.153,1929,0.5,0.4995
93.191.15.146,9362,0.5,0.2493
93.191.15.138,11352,0.5,0.4995
93.191.15.136,2971,0.5,0.4995
93.186.137.154,985,0.5,0.4995
93.186.137.139,8734,0.5,0.4995
93.186.137.138,11614,1,1
93.186.137.136,4108,0.5,0.2493
93.186.135.80,11461,0.5,0.4995
93.186.135.113,7554,0.5,0.4995
93.179.210.171,10873,0.5,0.4995
93.179.210.170,6301,0.5,0.2493
93.179.210.169,8,0.5,0.2493
93.179.210.168,10565,0.5,0.1241
93.124.246.168,1590,0.5,0.4995
93.124.246.162,3414,0.5,0.4995
93.124.246.154,2723,0.5,0.4995
93.124.246.153,10717,0.5,0.4995
92.51.99.219,11989,1,1
92.51.99.209,12432,0.5,0.4995
92.51.99.202,5437,0.5,0.2493
92.51.99.201,388,0.5,0.4995
92.51.99.200,2803,0.5,0.4995
92.246.14.91,1518,0.5,0.4995
92.246.14.121,820,0.5,0.4995
92.226.1.171,7702,0.5,0.4995
92.226.0.184,584,0.5,0.4995
92.226.0.175,6840,0.5,0.2493
92.226.0.169,9437,0.5,0.2493
92.123.74.75,10095,0.5,0.4995
92.123.74.67,5560,0.5,0.2493
92.123.74.34,1162,0.5,0.2493
92.123.74.32,8330,0.5,0.4995
92.123.73.42,10973,0.5,0.4995
92.123.72.95,2648,0.5,0.4995
92.123.72.89,9757,0.5,0.4995
92.123.72.7,5945,0.5,0.749
92.123.72.33,11752,1,1
92.123.72.30,3595,0.5,0.2493
92.123.72.23,8721,0.5,0.4995
92.123.72.17,12176,1,1
92.123.72.15,11007,0.5,0.749
92.123.72.110,1601,0.5,0.4995
92.123.65.8,10801,0.5,0.749
92.123.64.50,4259,0.5,0.2493
92.123.64.34,7911,0.5,0.2493
92.123.64.251,9177,0.5,0.2493
92.123.64.226,10536,0.5,0.4995
92.123.251.184,165,0.5,0.4995
92.123.226.98,78,0.5,0.4995
92.123.226.90,5322,0.5,0.2493
92.123.226.88,10563,0.5,0.2493
92.123.226.83,9074,0.5,0.4995
92.123.226.82,9555,0.5,0.2493
92.123.226.81,9500,0.5,0.4995
92.123.226.80,1952,0.5,0.4995
92.123.226.8,7265,0.5,0.4995
92.123.226.75,11807,1,1
92.123.226.74,709,0.5,0.4995
92.123.226.67,2177,0.5,0.4995
92.123.226.66,6666,0.5,0.2493
92.123.226.65,11230,0.5,0.4995
92.123.226.64,7434,0.5,0.2493
92.123.226.59,10149,0.5,0.4995
92.123.226.58,7344,0.5,0.4995
92.123.226.57,1998,0.5,0.2493
92.123.226.56,5554,0.5,0.2493
92.123.226.51,8100,0.5,0.4995
92.123.226.50,7525,0.5,0.4995
92.123.226.49,5951,0.5,0.2493
92.123.226.48,2801,0.5,0.4995
92.123.226.41,1320,0.5,0.4995
92.123.226.40,12259,1,1
92.123.226.33,2785,0.5,0.4995
92.123.226.32,5341,0.5,0.4995
92.123.226.27,8496,0.5,0.4995
92.123.226.26,10388,0.5,0.4995
92.123.226.19,5623,0.5,0.2493
92.123.226.17,877,0.5,0.4995
92.123.226.16,10583,0.25,0.2498
92.123.226.11,4393,0.5,0.4995
92.123.226.106,7285,0.5,0.4995
92.123.226.10,9764,0.5,0.2493
92.123.225.34,226,0.5,0.4995
92.123.225.17,4157,0.5,0.4995
92.123.224.50,11051,0.5,0.4995
92.123.224.185,3218,0.5,0.4995
92.123.224.131,3661,0.5,0.2493
92.123.224.123,7579,0.5,0.1241
92.123.195.73,9212,0.5,0.4995
92.123.195.107,5933,0.5,0.749
92.123.194.180,9307,0.5,0.4995
92.123.194.163,11296,0.5,0.4995
92.123.182.88,1174,0.5,0.4995
92.123.182.42,7598,0.5,0.2493
92.123.182.33,10656,0.5,0.4995
92.123.182.33,4984,0.5,0.749
92.123.182.16,3627,0.5,0.2493
92.123.180.9,10947,0.5,0.4995
92.123.180.43,8098,0.5,0.2493
92.123.180.26,10273,0.5,0.2493
92.123.180.24,2772,0.5,0.4995
92.123.180.139,3983,0.5,0.2493
92.123.180.137,334,0.5,0.4995
92.123.180.129,7772,0.5,0.2493
92.123.180.107,10188,0.25,0.2498
92.123.155.49,6549,0.5,0.2493
92.123.155.48,3322,0.5,0.4995
92.123.155.41,5032,0.5,0.2493
92.123.155.32,1742,0.5,0.4995
92.123.155.10,5960,0.5,0.749
92.123.143.243,2506,0.5,0.2493
92.123.143.234,2898,0.5,0.4995
92.123.140.67,1354,0.5,0.2493
92.123.140.105,12486,0.5,0.4995
92.123.140.10,3337,0.5,0.4995
92.123.102.35,3694,0.5,0.2493
92.123.102.16,1317,0.5,0.4995
92.123.102.153,3525,0.5,0.2493
92.123.102.144,7179,0.5,0.4995
92.123.102.137,9888,0.5,0.4995
92.123.102.123,273,0.5,0.4995
92.123.102.114,8689,0.5,0.4995
92.122.53.9,11591,1,1
92.122.53.83,280,0.5,0.4995
92.122.53.49,11857,1,1
92.122.53.33,3700,0.5,0.2493
92.122.53.24,5427,0.5,0.2493
92.122.49.84,7418,0.5,0.749
92.122.49.82,9328,0.5,0.4995
92.122.49.66,1634,0.5,0.4995
92.122.49.164,4105,0.5,0.2493
92.122.49.147,9165,0.5,0.4995
92.122.49.10,5200,0.5,0.2493
92.122.48.48,1421,0.5,0.4995
92.122.48.42,10643,0.5,0.4995
92.122.48.33,10716,0.5,0.4995
92.122.48.27,11822,1,1
92.122.48.18,8240,0.5,0.4995
92.122.241.227,7846,0.5,0.2493
92.122.241.216,9256,0.5,0.2493
92.122.241.176,8645,0.5,0.4995
92.122.241.169,1173,0.5,0.2493
92.122.218.80,2169,0.5,0.4995
92.122.218.19,3891,0.5,0.2493
92.122.218.16,4499,0.5,0.2493
92.122.218.120,3394,0.5,0.4995
92.122.218.11,10526,0.5,0.749
92.122.218.106,2309,0.5,0.2493
92.122.213.248,4671,0.5,0.4995
92.122.213.240,10535,0.5,0.2493
92.122.213.239,8825,0.5,0.2493
92.122.213.231,12379,1,1
92.122.213.210,6798,0.5,0.2493
92.122.213.194,3376,0.5,0.2493
92.122.213.192,9745,0.5,0.4995
92.122.212.210,2461,0.5,0.2493
92.122.192.96,4283,0.5,0.2493
92.122.192.57,788,0.5,0.4995
92.122.192.34,8612,0.5,0.4995
92.122.192.33,1914,0.5,0.4995
92.122.192.24,5820,0.5,0.2493
92.122.192.16,11432,0.5,0.4995
92.122.190.27,1439,0.5,0.4995
92.122.190.27,895,0.5,0.4995
92.122.190.25,9300,0.5,0.4995
92.122.188.65,1418,0.5,0.2493
92.122.187.9,9884,0.5,0.4995
92.122.187.8,7069,0.5,0.4995
92.122.187.10,10996,0.5,0.749
92.122.127.88,187,0.5,0.4995
92.122.127.82,7846,0.5,0.2493
92.122.127.184,1242,0.5,0.2493
92.122.122.147,10545,0.5,0.4995
92.122.122.146,7722,0.5,0.2493
92.122.122.144,8523,0.5,0.4995
92.122.122.138,1652,0.5,0.4995
91.245.214.9,166,0.5,0.4995
91.245.214.25,11908,1,1
91.245.214.17,12406,0.5,0.4995
91.245.214.11,5891,0.5,0.749
91.223.19.241,4880,0.5,0.749
91.223.19.240,7791,0.5,0.4995
91.223.19.235,5502,0.5,0.2493
91.223.19.234,942,0.5,0.4995
91.223.19.233,7671,0.5,0.4995
91.137.77.75,2788,0.5,0.4995
91.135.35.9,9340,0.5,0.2493
91.135.35.56,7059,0.5,0.4995
91.135.35.40,5122,0.5,0.749
91.135.35.26,11973,1,1
91.135.35.24,9841,0.5,0.2493
91.135.35.16,7467,0.5,0.4995
91.135.35.154,6639,0.5,0.2493
91.135.34.32,7404,0.5,0.4995
91.135.34.27,10240,0.5,0.4995
91.135.34.26,5153,0.5,0.2493
91.135.34.25,11480,0.5,0.4995
91.135.34.11,886,0.5,0.4995
91.102.199.218,7289,0.5,0.4995
91.102.199.217,180,0.5,0.4995
91.102.199.216,3989,0.5,0.2493
90.255.252.9,4198,0.5,0.2493
90.255.252.40,504,0.5,0.4995
90.255.252.35,11190,0.5,0.4995
90.255.252.11,8717,0.5,0.4995
90.223.233.209,762,0.5,0.4995
90.223.233.202,4062,0.5,0.2493
90.223.233.194,7453,0.5,0.4995
90.223.233.192,6450,0.5,0.4995
90.223.216.169,2624,0.5,0.4995
90.223.216.153,3979,0.5,0.2493
90.223.204.154,4209,0.5,0.2493
90.223.189.160,137,0.5,0.4995
90.223.189.153,6144,0.5,0.749
90.223.189.146,3655,0.5,0.2493
90.223.174.16,4455,0.5,0.4995
89.27.243.56,4564,0.5,0.4995
89.27.243.40,9113,0.5,0.4995
89.27.243.32,12140,1,1
89.27.243.19,7146,0.5,0.4995
89.27.243.10,6999,0.5,0.4995
89.27.242.74,6260,0.5,0.749
89.27.242.64,5335,0.5,0.4995
89.27.242.58,3145,0.5,0.4995
89.27.242.57,5467,0.5,0.2493
89.27.242.16,6050,0.5,0.2493
89.27.241.57,6335,0.5,0.749
89.27.241.42,3086,0.5,0.4995
89.27.241.34,11165,0.5,0.4995
89.27.241.33,1017,0.5,0.4995
89.27.241.27,653,0.5,0.4995
89.27.241.19,4735,0.5,0.2493
89.27.241.18,2719,0.5,0.4995
89.27.240.74,3211,0.5,0.4995
89.27.240.73,6539,0.5,0.2493
89.27.240.51,6424,0.5,0.2493
89.27.240.49,5901,0.5,0.749
89.27.240.33,1318,0.5,0.4995
89.249.74.49,10822,0.5,0.4995
89.249.74.43,3281,0.5,0.4995
89.249.74.42,8450,0.5,0.4995
89.249.74.41,2646,0.5,0.4995
89.218.19.80,2847,0.5,0.4995
89.218.19.75,830,0.5,0.4995
89.218.19.66,2255,0.5,0.4995
89.218.19.59,8748,0.25,0.2498
89.218.19.50,11939,1,1
89.218.19.17,6998,0.5,0.4995
89.218.19.16,7458,0.5,0.4995
89.16.131.66,320,0.5,0.4995
89.16.131.48,2171,0.5,0.4995
89.16.131.42,3410,0.5,0.4995
89.16.131.33,6747,0.5,0.2493
89.16.131.17,11024,0.5,0.4995
89.111.48.141,1876,0.5,0.4995
89.111.48.138,153,0.5,0.4995
89.111.48.137,12488,0.5,0.2493
88.221.89.82,7433,0.5,0.4995
88.221.89.65,9421,0.5,0.4995
88.221.89.57,11313,0.5,0.2493
88.221.89.40,3151,0.5,0.4995
88.221.89.34,1096,0.5,0.2493
88.221.89.27,7772,0.5,0.2493
88.221.88.8,846,0.5,0.4995
88.221.88.42,3484,0.5,0.4995
88.221.88.35,6201,0.5,0.2493
88.221.88.11,12108,1,1
88.221.88.10,4363,0.5,0.4995
88.221.87.161,3269,0.5,0.4995
88.221.87.137,6109,0.5,0.749
88.221.83.99,12362,1,1
88.221.83.89,2157,0.5,0.4995
88.221.83.73,8255,0.5,0.4995
88.221.83.43,3653,0.5,0.2493
88.221.83.42,7572,0.5,0.2493
88.221.83.35,6753,0.5,0.2493
88.221.83.107,12447,0.5,0.2493
88.221.83.104,7145,0.5,0.4995
88.221.53.9,4464,0.5,0.4995
88.221.52.81,8507,0.5,0.4995
88.221.52.75,8572,0.5,0.2493
88.221.52.243,3149,0.5,0.4995
88.221.52.232,12360,0.5,0.4995
88.221.52.137,8883,0.5,0.2493
88.221.52.105,4034,0.5,0.2493
88.221.254.8,3857,0.5,0.2493
88.221.254.33,12265,1,1
88.221.254.32,10988,0.5,0.2493
88.221.254.27,12370,0.5,0.4995
88.221.254.24,4295,0.5,0.2493
88.221.254.217,4999,0.5,0.2493
88.221.254.217,5542,0.5,0.2493
88.221.254.210,4017,0.5,0.2493
88.221.254.208,12201,1,1
88.221.254.202,10466,0.5,0.749
88.221.254.200,10618,0.5,0.749
88.221.254.194,8883,0.5,0.2493
88.221.254.192,9184,0.5,0.2493
88.221.254.187,9706,0.5,0.4995
88.221.254.185,713,0.5,0.4995
88.221.254.18,5907,0.5,0.749
88.221.254.179,9117,0.5,0.4995
88.221.254.16,7373,0.5,0.2493
88.221.235.82,8057,0.5,0.2493
88.221.235.81,11830,1,1
88.221.235.156,5386,0.5,0.4995
88.221.235.155,7490,0.5,0.4995
88.221.235.153,6429,0.5,0.4995
88.221.235.148,5453,0.5,0.2493
88.221.235.147,10435,0.5,0.4995
88.221.235.146,476,0.5,0.4995
88.221.235.139,7995,0.5,0.749
88.221.235.121,3466,0.5,0.4995
88.221.235.120,5878,0.5,0.749
88.221.235.114,4275,0.5,0.2493
88.221.234.50,7935,0.5,0.4995
